rank,feature,source,tree_imp_c1_holdingtemp,tree_imp_c1_holdingtime,tree_imp_mean,perm_imp_c1_holdingtemp,perm_imp_c1_holdingtime,perm_imp_mean
213,img_0350,image,0.0,0.0,0.0,-9.645280184544802e-08,3.3088795658997583e-07,1.172175773722639e-07
214,img_0064,image,1.6084939378683862e-05,0.0,8.042469689341931e-06,2.359550141495248e-07,-2.2552838041534075e-09,1.168498651726857e-07
215,img_0111,image,0.0,0.0,0.0,3.277710715288151e-07,-9.413115942269457e-08,1.1681995605306027e-07
216,img_0050,image,0.0,0.0,0.0,4.579975094398669e-07,-2.2510544686049628e-07,1.1644603128968532e-07
217,img_0263,image,2.754489611566127e-05,0.0,1.3772448057830634e-05,1.1799765461395496e-07,1.09301353168334e-07,1.1364950389114448e-07
218,img_0671,image,0.0,0.0,0.0,1.7831686353053655e-07,4.224737315539073e-08,1.1028211834296364e-07
219,img_0352,image,4.3437305134717445e-05,0.0,2.1718652567358722e-05,-7.051024375481774e-09,2.2646533195391783e-07,1.0970715378921803e-07
220,img_0421,image,7.086768510837691e-06,0.0,3.5433842554188455e-06,1.8818466711589822e-07,2.9226838460516546e-08,1.0870575278820738e-07
221,img_0359,image,4.1487429053887834e-05,0.0,2.0743714526943917e-05,8.200010597203544e-08,1.3321652316822253e-07,1.0760831457012898e-07
222,img_0485,image,0.0,1.110744423817454e-18,5.55372211908727e-19,9.34555682841065e-09,2.053935216572711e-07,1.0736953924284088e-07
223,img_0422,image,1.2276942870381205e-06,0.0,6.138471435190603e-07,8.70670707531218e-08,1.261599900992394e-07,1.066135304261806e-07
224,img_0737,image,0.0,0.0,0.0,1.1512849991124341e-07,9.800117546365783e-08,1.0656483768745062e-07
225,img_0286,image,0.0,0.0,0.0,4.959943882276718e-07,-2.8392143587296913e-07,1.0603647617735135e-07
226,img_0259,image,0.0,0.0,0.0,-4.599748036904216e-08,2.5577616256100557e-07,1.048893410959817e-07
227,img_0214,image,1.4889434246102656e-05,3.3661747514325647e-18,7.444717123053011e-06,5.2263609529035195e-08,1.5601613518878564e-07,1.0413987235891042e-07
228,img_0684,image,0.0,0.0,0.0,2.5709644986271484e-07,-4.914911744258177e-08,1.0397366621006653e-07
229,img_0547,image,1.1792327392444115e-05,0.0,5.896163696222057e-06,1.0072428813234779e-08,1.9522362950663564e-07,1.026480291599352e-07
230,img_0380,image,0.0,0.0,0.0,2.679450915032966e-07,-6.313251950107457e-08,1.0240628600111102e-07
231,img_0033,image,2.2869160470083403e-06,0.0,1.1434580235041701e-06,8.019239373657783e-08,1.2267711639868396e-07,1.0143475506763089e-07
232,img_0574,image,0.002817269464870504,0.0,0.001408634732435252,-1.5582682300063767e-08,2.1715755778028977e-07,1.00787437740113e-07
233,img_0321,image,0.03098804394271673,0.0,0.015494021971358365,1.0465384804314582e-07,9.674264305203905e-08,1.0069824554759244e-07
234,img_0368,image,4.0076792019997655e-05,-4.393105739898457e-19,2.0038396009998607e-05,9.144430280771943e-08,1.0937565781965475e-07,1.0040998031368709e-07
235,img_0008,image,0.00014672015036851354,0.0,7.336007518425677e-05,1.0045223266530457e-07,9.946565657781292e-08,9.995894462155874e-08
236,img_0452,image,0.00027504326021363286,0.0,0.00013752163010681643,1.0809320433180503e-07,8.804228488479282e-08,9.806774460829892e-08
237,img_0616,image,0.0007767103886420263,0.0,0.00038835519432101317,2.2056143174076225e-07,-2.5240451173580425e-08,9.766049028359091e-08
238,img_0627,image,6.440299383131943e-05,0.0,3.2201496915659715e-05,2.0038681880496512e-08,1.7454793583837612e-07,9.729330885943632e-08
239,img_0372,image,3.681306520854381e-05,0.0,1.8406532604271903e-05,2.195103103619367e-07,-2.5100808187517033e-08,9.720475108720984e-08
240,img_0147,image,4.991539696080411e-05,1.7392889994794746e-17,2.4957698480410753e-05,2.763717785847497e-07,-8.249678613569955e-08,9.693749622452508e-08
241,img_0248,image,0.0,8.890723902715822e-18,4.445361951357911e-18,1.6378087508428506e-08,1.768548382186097e-07,9.66164628635191e-08
242,img_0398,image,0.0,0.0,0.0,5.796749626196807e-07,-3.8780590054798837e-07,9.593453103584615e-08
243,img_0488,image,0.0,0.0,0.0,-2.087612638312919e-10,1.9169832705667743e-07,9.574478289642307e-08
244,img_0355,image,0.0,0.0,0.0,3.662797583570132e-07,-1.7647548811172697e-07,9.490213512264312e-08
245,img_0703,image,0.0006582102894156958,0.0,0.0003291051447078479,-1.109485131989274e-07,3.004781710336246e-07,9.476482891734859e-08
246,img_0738,image,0.000850108963417844,0.0,0.000425054481708922,-2.0383947951785332e-08,2.092306035317293e-07,9.442332778997198e-08
247,img_0021,image,1.4430443707041199e-06,0.0,7.215221853520599e-07,-1.4884814160120995e-07,3.3531974219513927e-07,9.323580029696466e-08
248,img_0538,image,0.0003703744726697602,0.0,0.0001851872363348801,-8.480096547192062e-08,2.6976137070811033e-07,9.248020261809485e-08
249,img_0074,image,0.0,0.0,0.0,1.8721931811516156e-07,-5.2676490946979015e-09,9.097583451023183e-08
250,img_0010,image,0.0,3.5378108170863684e-19,1.7689054085431842e-19,1.3348420642156355e-07,4.76634646418006e-08,9.057383553168208e-08
251,img_0303,image,0.00016134777196694246,0.0,8.067388598347123e-05,-5.345414059165776e-08,2.324042761125966e-07,8.947506776046943e-08
252,img_0460,image,0.0,0.0,0.0,1.2451440911664946e-07,5.165060206202554e-08,8.80825055893375e-08
253,img_0652,image,0.0,-6.531343046928681e-19,-3.2656715234643405e-19,-2.781123781270267e-08,2.0324011122951903e-07,8.771443670840818e-08
254,img_0667,image,0.0,0.0,0.0,2.1678237466238315e-07,-4.353155931280384e-08,8.662540767478966e-08
255,img_0552,image,0.0,0.0,0.0,5.154520579253585e-08,1.210063669265793e-07,8.627578635955757e-08
256,img_0373,image,4.9342104748238705e-05,1.1212138897227568e-17,2.467105237412496e-05,9.429942250394064e-08,7.672394135571636e-08,8.55116819298285e-08
257,img_0628,image,4.761503655125643e-05,0.0,2.3807518275628215e-05,3.2522617232633165e-08,1.3710798825172786e-07,8.481530274218052e-08
258,img_0530,image,0.00026269774207151285,0.0,0.00013134887103575642,-2.594677175893345e-07,4.290761997483017e-07,8.480424107948358e-08
259,img_0444,image,2.745852578674589e-06,0.0,1.3729262893372944e-06,-6.335128822643199e-08,2.3255096308627544e-07,8.459983742992173e-08
260,img_0748,image,0.0,0.0,0.0,4.9481039232635025e-08,1.1940425705958547e-07,8.444264814611025e-08
261,img_0109,image,0.0,0.0,0.0,7.573675196992369e-08,9.235204010415998e-08,8.404439603704182e-08
262,img_0677,image,3.542516321008767e-05,0.0,1.7712581605043835e-05,1.407599815039795e-07,2.6777395967236828e-08,8.376868873560817e-08
263,img_0357,image,1.3865712037057146e-06,0.0,6.932856018528573e-07,1.1912146641313015e-07,4.393956236636853e-08,8.153051438974935e-08
264,img_0151,image,7.637348836994711e-05,0.0,3.8186744184973556e-05,3.155227757067891e-07,-1.5325105120478356e-07,8.113586225100276e-08
265,img_0148,image,0.0,0.0,0.0,7.379780588845364e-08,8.757983500640165e-08,8.068882044742766e-08
266,img_0655,image,3.202383263140573e-05,0.0,1.6011916315702866e-05,2.19875816742654e-07,-5.85047522649873e-08,8.068553223883335e-08
267,img_0080,image,1.6241301874209504e-05,0.0,8.120650937104752e-06,1.7806670224995713e-07,-1.7716971001391357e-08,8.017486562428288e-08
268,img_0188,image,2.2874395100403665e-07,0.0,1.1437197550201832e-07,-3.975521277732596e-08,1.9829779080993147e-07,7.927128901630275e-08
269,img_0406,image,0.0,0.0,0.0,1.1567407092183401e-07,4.1681036555551995e-08,7.8677553738693e-08
270,img_0692,image,2.5068372495505e-05,0.0,1.25341862477525e-05,4.490969520709598e-08,1.0969829802309761e-07,7.73039966150968e-08
271,img_0539,image,0.0,0.0,0.0,7.787711208129266e-08,7.514595743440821e-08,7.651153475785043e-08
272,img_0075,image,0.0,0.0,0.0,2.66744327270807e-07,-1.1718468833077366e-07,7.477981947001667e-08
273,img_0395,image,0.0008120058264389392,0.0,0.0004060029132194696,-6.299107512264257e-08,2.115601318797289e-07,7.428452837854317e-08
274,img_0751,image,0.0,0.0,0.0,2.349223052533489e-07,-8.785671417044227e-08,7.353279554145332e-08
275,img_0314,image,2.9831508262960357e-06,0.0,1.4915754131480178e-06,-2.227638117302533e-08,1.6932265010094482e-07,7.352313446395974e-08
276,img_0756,image,0.0008735447009783708,0.0,0.0004367723504891854,1.4433699120353082e-07,2.329080084351176e-09,7.3333035643941e-08
277,img_0335,image,0.00013029872945771127,0.0,6.514936472885563e-05,1.3958634396127322e-07,6.501888982768378e-09,7.30441164720208e-08
278,img_0454,image,5.5162282615305945e-05,0.0,2.7581141307652973e-05,2.2926940662637563e-07,-8.523953070049828e-08,7.201493796293867e-08
279,img_0067,image,0.0003916693227890452,0.0,0.0001958346613945226,-1.2637419865013656e-07,2.7035926764007456e-07,7.1992534494969e-08
280,img_0385,image,0.0,0.0,0.0,6.418071948344207e-08,7.749160022552103e-08,7.083615985448155e-08
281,img_0407,image,0.002525979547257438,0.0,0.001262989773628719,1.198260327073264e-07,1.965863818398361e-08,6.9742335445655e-08
282,img_0036,image,0.0006778001449435938,0.0,0.0003389000724717969,1.6576513768296052e-07,-2.63086108454047e-08,6.972826341877791e-08
283,img_0537,image,6.358907021907096e-06,0.0,3.179453510953548e-06,1.9193569341657835e-07,-5.322154663645051e-08,6.935707339006392e-08
284,img_0199,image,1.4142261380234284e-05,0.0,7.071130690117142e-06,2.4955483464150773e-07,-1.1525595950967471e-07,6.714943756591651e-08
285,img_0624,image,0.0,0.0,0.0,3.737592085828467e-08,9.643427314465214e-08,6.690509700146841e-08
286,img_0728,image,0.0,7.354370784242813e-18,3.677185392121406e-18,1.8846875451394852e-07,-5.5422455780274047e-08,6.652314936683724e-08
287,img_0114,image,0.0,0.0,0.0,-1.2074786871485442e-07,2.5225166389031273e-07,6.575189758772915e-08
288,img_0016,image,0.00023171369302362312,0.0,0.00011585684651181156,4.242130995368853e-08,8.904262200903901e-08,6.573196598136377e-08
289,img_0194,image,8.874314839495306e-07,0.0,4.437157419747653e-07,1.8506561533238042e-07,-5.545669157225319e-08,6.480446188006361e-08
290,img_0433,image,1.3535136224423082e-05,0.0,6.767568112211541e-06,5.1150040991654325e-08,7.68126520611645e-08,6.398134652640941e-08
291,img_0252,image,0.0,0.0,0.0,7.993397951322479e-08,4.719922295226553e-08,6.356660123274516e-08
292,img_0521,image,0.0,9.644866381331876e-19,4.822433190665938e-19,-1.2156793085527085e-07,2.479878622008158e-07,6.320996567277248e-08
293,img_0203,image,0.00017886954407738087,0.0,8.943477203869044e-05,8.137188544088403e-08,4.2289154444929975e-08,6.1830519942907e-08
294,img_0116,image,0.0,0.0,0.0,1.224815761480258e-07,5.254226831397091e-10,6.150349941558275e-08
295,img_0710,image,0.0,0.0,0.0,7.677662478000613e-08,4.393856709583588e-08,6.0357595937921e-08
296,img_0085,image,0.0,0.0,0.0,6.489310884205679e-08,5.53843668704701e-08,6.013873785626344e-08
297,img_0435,image,0.000128095989701158,0.0,6.4047994850579e-05,-3.967613518840452e-08,1.5849446530769029e-07,5.940916505964289e-08
298,img_0589,image,0.0,0.0,0.0,1.1269972588490163e-08,1.0670326830997112e-07,5.898662044923064e-08
299,img_0215,image,0.0,0.0,0.0,9.164667509331537e-08,2.5816331317152218e-08,5.873150320523379e-08
300,img_0445,image,4.168951281243169e-05,0.0,2.0844756406215846e-05,1.0793791290764077e-07,8.72378895788728e-09,5.8330850932764024e-08
301,img_0741,image,8.432390331181291e-05,0.0,4.2161951655906454e-05,9.739054425139671e-08,1.9045749510837596e-08,5.8218146881117155e-08
302,img_0528,image,0.00018205136411816785,0.0,9.102568205908393e-05,-1.1662006282886494e-08,1.2775255766594996e-07,5.8045275691531733e-08
303,img_0004,image,1.222009131689482e-07,0.0,6.11004565844741e-08,2.960843126786905e-07,-1.8006084436805737e-07,5.801173415531657e-08
304,img_0091,image,0.00016037612202998144,-8.039772274433638e-18,8.01880610149867e-05,-6.213656367215492e-08,1.7770146947260202e-07,5.778245290022355e-08
305,img_0079,image,3.0211624501793248e-05,0.0,1.5105812250896624e-05,-1.0832838474028605e-07,2.2350312374186386e-07,5.758736950078891e-08
306,img_0634,image,0.0,0.0,0.0,1.3596547201455423e-07,-2.111366850243712e-08,5.742590175605855e-08
307,img_0046,image,2.6647660626300016e-05,0.0,1.3323830313150008e-05,-9.154647531151028e-08,2.0554199178235422e-07,5.699775823542197e-08
308,img_0428,image,2.9263471624060976e-05,0.0,1.4631735812030488e-05,6.070302069893784e-08,5.1358544017610083e-08,5.603078235827396e-08
309,img_0055,image,9.961491584499614e-05,0.0,4.980745792249807e-05,-1.0124265883426631e-07,2.1320445358075092e-07,5.59808973732423e-08
310,img_0576,image,0.0,0.0,0.0,1.5039793338500473e-07,-3.849311138726108e-08,5.5952410998871824e-08
311,img_0532,image,0.0004778758438723593,0.0,0.00023893792193617965,-1.7665750450257535e-07,2.884249493240176e-07,5.588372241072114e-08
312,img_0707,image,0.0,0.0,0.0,2.386628164097182e-07,-1.272178118627565e-07,5.572250227348085e-08
313,img_0341,image,0.00016996572148363879,1.4423382561967505e-16,8.49828607418915e-05,6.012842820313225e-08,5.0549469032823426e-08,5.5338948617977834e-08
314,img_0037,image,0.0,0.0,0.0,3.247797251137996e-08,7.78265017098434e-08,5.515223711061168e-08
315,img_0073,image,0.0,0.0,0.0,1.9007602339859985e-07,-7.978266312047566e-08,5.51466801390621e-08
316,img_0648,image,1.8894372017521572e-06,0.0,9.447186008760786e-07,-1.835297762653454e-08,1.28429465662272e-07,5.503824401786873e-08
317,img_0358,image,0.000877459341453403,0.0,0.0004387296707267015,4.6021078747848775e-08,6.359778235154323e-08,5.4809430549696e-08
318,img_0706,image,1.3044444475872274e-07,0.0,6.522222237936137e-08,6.600259694344857e-08,4.3344496503117116e-08,5.467354672328284e-08
319,si,tabular,0.0,0.0,0.0,7.33893253834772e-08,3.4004583948643584e-08,5.369695466606039e-08
320,img_0262,image,0.004741168682322882,0.0,0.002370584341161441,-2.4578982724676737e-07,3.523712481134922e-07,5.3290710433362415e-08
321,img_0540,image,0.0002943087283911335,0.0,0.00014715436419556675,2.0191660615731521e-07,-9.598665504650938e-08,5.296497555540292e-08
322,img_0698,image,0.0016547191739254236,0.0,0.0008273595869627118,-4.1747409484926837e-08,1.467751944428386e-07,5.251389247895588e-08
323,img_0638,image,0.0,0.0,0.0,-1.9734570091411996e-07,3.016003493616637e-07,5.212732422377186e-08
324,img_0766,image,0.0007379642711716656,0.0,0.0003689821355858328,1.4462871917864105e-07,-4.2411221801152974e-08,5.110874868874404e-08
325,img_0743,image,0.0011649959285677676,0.0,0.0005824979642838838,-3.341032236425789e-08,1.3543830132967116e-07,5.101398948270663e-08
326,img_0208,image,1.2539716322218851e-05,0.0,6.269858161109426e-06,1.674351155278586e-07,-6.561207066546615e-08,5.091152243119623e-08
327,fe,tabular,0.0003815045879211557,0.0,0.00019075229396057784,2.691651447284116e-07,-1.6795297166360968e-07,5.060608653240095e-08
328,img_0478,image,4.253645655883705e-06,0.0,2.1268228279418524e-06,7.720012129563969e-09,9.345550739947584e-08,5.05877597645199e-08
329,img_0089,image,0.0005593920421775215,0.0,0.00027969602108876074,1.010136915002846e-07,-2.723308023533377e-10,5.0370680348965635e-08
330,img_0476,image,2.98787138786566e-05,0.0,1.49393569393283e-05,2.066309426562718e-07,-1.0753306365351988e-07,4.954893950137596e-08
331,img_0400,image,0.0,0.0,0.0,1.0393072459313757e-07,-4.833023159456218e-09,4.9548850716840676e-08
332,img_0718,image,0.0,0.0,0.0,1.0610361176333071e-07,-7.121759515449355e-09,4.949092612394068e-08
333,img_0583,image,0.0,0.0,0.0,2.0128451927448053e-08,7.763527940518599e-08,4.8881865666317026e-08
334,img_0472,image,2.363488185073603e-05,8.632647164110199e-18,1.1817440925372332e-05,7.216120596620357e-08,2.421842237865235e-08,4.818981417242796e-08
335,img_0011,image,0.0022686457650369827,0.0,0.0011343228825184913,5.4841874597144624e-08,4.112088960450677e-08,4.79813821008257e-08
336,img_0664,image,0.0,0.0,0.0,-3.663047198898539e-10,9.602014330312159e-08,4.782691929161587e-08
337,img_0028,image,0.0,0.0,0.0,5.528837432322575e-09,8.947029939143647e-08,4.749956841187952e-08
338,img_0742,image,0.0,0.0,0.0,-5.191246821301121e-09,9.992432434824394e-08,4.736653876347141e-08
339,img_0296,image,0.0,0.0,0.0,-7.681530347358745e-08,1.712137933207458e-07,4.719924492357918e-08
340,img_0291,image,0.0,0.0,0.0,-1.739978694237365e-07,2.672386126167936e-07,4.662037159652855e-08
341,img_0231,image,0.0,0.0,0.0,3.70246203140745e-08,5.616644409567328e-08,4.659553220487389e-08
342,img_0126,image,3.511583077470968e-05,0.0,1.755791538735484e-05,7.937692125814521e-09,8.468573819975234e-08,4.631171516278343e-08
343,img_0065,image,0.0,0.0,0.0,-2.4450134805675816e-08,1.1690275325548782e-07,4.6226309224906004e-08
344,img_0220,image,0.0,2.999363786134213e-18,1.4996818930671064e-18,8.241423061772224e-08,9.715489968087354e-09,4.60648602929048e-08
345,img_0658,image,0.0,0.0,0.0,1.605736937859703e-08,7.520844365060953e-08,4.563290651460328e-08
346,img_0518,image,8.54313572006314e-06,0.0,4.27156786003157e-06,-1.2420449341243867e-07,2.1510765455534652e-07,4.545158057145393e-08
347,img_0767,image,0.0,0.0,0.0,1.8209571406302417e-09,8.885075664100128e-08,4.533585689081576e-08
348,img_0270,image,8.8011210009118e-06,-4.154983857979183e-20,4.400560500455879e-06,5.39136527200057e-08,3.669337420575403e-08,4.530351346287987e-08
349,img_0620,image,4.577613370092512e-05,0.0,2.288806685046256e-05,-1.337878179352714e-08,1.0394413929581958e-07,4.528267875114622e-08
350,img_0563,image,0.0,0.0,0.0,2.208523423030684e-08,6.805273216059504e-08,4.506898319545094e-08
351,img_0264,image,0.0048691522504321905,0.0,0.0024345761252160952,-2.856953218444147e-09,9.175752013756977e-08,4.445028345956281e-08
352,img_0402,image,0.0,0.0,0.0,7.154033007106265e-08,1.6788460510674952e-08,4.41643952908688e-08
353,img_0063,image,0.0,0.0,0.0,7.172027631785482e-08,1.5327642333140545e-08,4.3523959325497685e-08
354,img_0190,image,5.177715840258085e-06,0.0,2.5888579201290426e-06,-4.792559293864684e-09,9.148485220489278e-08,4.3346146455514047e-08
355,img_0566,image,0.0,0.0,0.0,2.6239622807899822e-09,8.040124412911354e-08,4.151260320495176e-08
356,img_0760,image,0.0,0.0,0.0,-1.058955458876909e-08,9.309804001045308e-08,4.125424271084199e-08
357,img_0503,image,0.00041025586479772697,0.0,0.00020512793239886348,1.0063056613551779e-07,-2.2380119157894284e-08,3.912522348881175e-08
358,img_0581,image,0.0,0.0,0.0,1.1462732270040022e-07,-3.689434509013268e-08,3.886648880513377e-08
359,img_0258,image,3.201780480882048e-05,0.0,1.600890240441024e-05,-2.288048402854237e-07,3.049184198244959e-07,3.8056789769536087e-08
360,img_0403,image,2.6209758114344996e-07,0.0,1.3104879057172498e-07,-6.713011591052975e-10,7.66088426695788e-08,3.796877075523675e-08
361,img_0554,image,2.0656248755618555e-05,0.0,1.0328124377809277e-05,-3.341285949032269e-08,1.0932577250155618e-07,3.795645650561674e-08
362,img_0757,image,0.002877332561975116,0.0,0.001438666280987558,6.129519747322121e-08,1.4055937769263949e-08,3.767556762124258e-08
363,img_0325,image,0.0,0.0,0.0,1.0296598862424843e-08,6.397338083719007e-08,3.713498984980746e-08
364,img_0637,image,0.0,0.0,0.0,-3.8080105571047793e-07,4.537155500194956e-07,3.645724715450883e-08
365,img_0404,image,0.0,0.0,0.0,-3.035111653115763e-08,1.017556054971891e-07,3.570224448301573e-08
366,img_0311,image,0.0,0.0,0.0,-7.589114516814988e-08,1.4670466550459337e-07,3.5406760168221746e-08
367,img_0495,image,2.2121116147207856e-05,0.0,1.1060558073603928e-05,-7.820758276544382e-08,1.4817205060690952e-07,3.498223392073285e-08
368,img_0412,image,0.0,0.0,0.0,-3.0431223785321036e-08,9.966172973552289e-08,3.4615252975100924e-08
369,img_0470,image,0.0,1.360696468110142e-19,6.80348234055071e-20,1.898073742845341e-07,-1.20720877805347e-07,3.4543248239593546e-08
370,img_0164,image,0.0,0.0,0.0,1.34114887084813e-08,5.493449695137542e-08,3.417299282992836e-08
371,img_0397,image,0.0,0.0,0.0,-1.5227104475101782e-07,2.196535641374453e-07,3.369125969321374e-08
372,img_0306,image,0.0,2.9192026666373442e-18,1.4596013333186721e-18,-8.657494220409845e-08,1.530874832456064e-07,3.3256270520753973e-08
373,img_0295,image,0.0,0.0,0.0,8.227426714357833e-08,-1.5884024806567255e-08,3.319512116850554e-08
374,img_0243,image,0.0,0.0,0.0,1.2652616643293868e-08,5.216778049543791e-08,3.241019856936589e-08
375,alloy_DP980 GA,tabular,0.0,0.0,0.0,1.9330315692567267e-08,4.457915230293707e-08,3.195473399775217e-08
376,img_0542,image,0.000515714671533332,0.0,0.000257857335766666,3.749034471756119e-09,5.944657963663502e-08,3.159780705419557e-08
377,img_0310,image,8.097054145576551e-05,0.0,4.0485270727882755e-05,-2.055766502584433e-08,8.332127043875204e-08,3.138180270645385e-08
378,img_0654,image,0.0,4.8886285680926525e-18,2.4443142840463262e-18,3.3027137691377106e-08,2.7828902204873883e-08,3.04280199481255e-08
379,img_0344,image,0.0,0.0,0.0,1.447273041632613e-07,-8.391671300067571e-08,3.0405295581292796e-08
380,img_0436,image,0.0,0.0,0.0,-1.6402957030425825e-07,2.242513821526515e-07,3.0110905924196627e-08
381,img_0505,image,0.0,0.0,0.0,8.315292007177178e-08,-2.3966696405253174e-08,2.9593111833259303e-08
382,img_0142,image,9.739698459109584e-07,0.0,4.869849229554792e-07,1.5642302231277939e-09,5.752499787625709e-08,2.9544614049692442e-08
383,img_0745,image,0.0,0.0,0.0,1.9282467800252334e-08,3.5673312637207744e-08,2.747789021873004e-08
384,img_0676,image,0.00017930184711034057,0.0,8.965092355517028e-05,1.4339427265586124e-07,-8.98442049868109e-08,2.677503383452517e-08
385,img_0686,image,5.58181241711221e-07,0.0,2.790906208556105e-07,-8.69965359084901e-08,1.3992549154906442e-07,2.6464477820287162e-08
386,img_0071,image,8.970472658517864e-05,-2.0799217441112167e-18,4.4852363292588283e-05,-6.430824117664713e-08,1.1676145585948206e-07,2.6226607341417465e-08
387,img_0348,image,0.0,0.0,0.0,7.817184257685739e-08,-2.7128857893465862e-08,2.5521492341695763e-08
388,img_0078,image,0.0,0.0,0.0,6.34301061785969e-08,-1.2938747184776389e-08,2.5245679496910257e-08
389,img_0304,image,0.06256492321159002,0.0,0.03128246160579501,4.806357977393816e-07,-4.310644136973352e-07,2.4785692021023188e-08
390,img_0238,image,0.0002892092953182678,0.0,0.0001446046476591339,2.405103991742763e-07,-1.9546978522466673e-07,2.2520306974804774e-08
391,img_0564,image,0.0,0.0,0.0,-2.0882933343679966e-07,2.527880527791737e-07,2.197935967118702e-08
392,img_0347,image,0.00033132702077887636,0.0,0.00016566351038943818,2.6410737929971617e-08,1.729572076669683e-08,2.1853229348334224e-08
393,img_0189,image,0.0031842086673036416,1.2771108279262331e-18,0.0015921043336518215,-3.776905664887309e-08,8.099404851247271e-08,2.1612495931799813e-08
394,img_0617,image,7.250144106166407e-06,0.0,3.6250720530832036e-06,3.2354155865554904e-08,1.055315883569108e-08,2.145365735062299e-08
395,img_0462,image,2.390738279994125e-05,0.0,1.1953691399970625e-05,1.047493921269016e-07,-6.490981514506444e-08,1.991978849091858e-08
396,img_0678,image,1.0076365404241219e-05,0.0,5.0381827021206095e-06,2.0186658384879762e-07,-1.626006042698691e-07,1.963298978946426e-08
397,img_0621,image,0.0,0.0,0.0,5.446542670206611e-08,-1.533646198925709e-08,1.9564482356404512e-08
398,img_0599,image,0.0,0.0,0.0,2.8805753948812907e-08,9.880918816485006e-09,1.9343336382648958e-08
399,img_0254,image,3.409912433761742e-07,0.0,1.704956216880871e-07,-7.416548627459108e-08,1.1171153107003562e-07,1.8773022397722268e-08
400,img_0301,image,0.0010935660733192199,0.0,0.0005467830366596099,4.762576918393435e-08,-1.0156437535435713e-08,1.873466582424932e-08
401,img_0213,image,4.1826349936870256e-07,0.0,2.0913174968435128e-07,-1.1271121935774175e-07,1.4992866557150819e-07,1.8608723106883216e-08
402,img_0394,image,0.0003946304714529354,0.0,0.0001973152357264677,1.3287306688258838e-08,2.3554599271058407e-08,1.842095297965862e-08
403,img_0271,image,4.833049681348455e-05,0.0,2.4165248406742275e-05,-8.883393270986417e-08,1.2539020139978873e-07,1.8278134344962277e-08
404,alloy_DP600 GI,tabular,0.0,0.0,0.0,4.730807938724268e-08,-1.3443825963577183e-08,1.693212671183275e-08
405,img_0178,image,3.432573532136732e-05,0.0,1.716286766068366e-05,5.159521475617268e-08,-1.9016456009879335e-08,1.6289379373146673e-08
406,img_0520,image,0.0,0.0,0.0,3.894718368924188e-08,-6.451008283114845e-09,1.6248087703063517e-08
407,img_0007,image,9.407411590126192e-05,0.0,4.703705795063096e-05,5.861254110950398e-08,-2.793820492730248e-08,1.533716809110075e-08
408,img_0081,image,0.0,0.0,0.0,-2.2122474763186516e-08,5.1421083968605784e-08,1.4649304602709634e-08
409,img_0240,image,0.0031831628652747718,0.0,0.0015915814326373859,2.24180083818748e-07,-1.9694991744145795e-07,1.3615083188645027e-08
410,img_0353,image,0.0,1.5497944001355057e-16,7.748972000677528e-17,-1.380620540003541e-07,1.63849848755504e-07,1.2893897377574948e-08
411,img_0734,image,0.001202552473967927,0.0,0.0006012762369839635,-5.797759876635666e-08,8.29114055633795e-08,1.246690339851142e-08
412,img_0026,image,8.737475995842153e-05,0.0,4.3687379979210765e-05,2.1006802523038103e-07,-1.8708505233888673e-07,1.1491486445747154e-08
413,img_0315,image,0.00030036068663599297,0.0,0.00015018034331799648,-1.0029617912854505e-07,1.2304494363402084e-07,1.1374382252737898e-08
414,img_0606,image,0.0,0.0,0.0,-8.831048520230311e-08,1.1102427770470768e-07,1.1356896251202285e-08
415,img_0510,image,2.2526991108146e-05,0.0,1.1263495554073e-05,-2.0720434679155632e-08,4.207432167113723e-08,1.0676943495990798e-08
416,img_0276,image,3.2928510129102176e-05,0.0,1.6464255064551088e-05,3.2202827970895245e-08,-1.2213281230799566e-08,9.99477337004784e-09
417,img_0137,image,7.267725098725772e-05,0.0,3.633862549362886e-05,9.618847008896481e-08,-7.620613757808315e-08,9.991166255440831e-09
418,img_0434,image,0.0,0.0,0.0,-1.7258639412043308e-07,1.9227806300481375e-07,9.845834442190335e-09
419,img_0491,image,0.0,0.0,0.0,-1.2116938598039083e-07,1.4062913336054806e-07,9.729873690078613e-09
420,img_0525,image,0.0,0.0,0.0,-8.204959367485998e-09,2.640746317172926e-08,9.101251902121631e-09
421,img_0156,image,0.0,0.0,0.0,-9.026777185727752e-08,1.0812412054583831e-07,8.928174344280394e-09
422,img_0665,image,0.0,0.0,0.0,-4.4934374476834905e-08,6.18283291009547e-08,8.446977312059897e-09
423,img_0166,image,7.778715080010651e-05,0.0,3.8893575400053256e-05,-1.3705337010838646e-07,1.535357529336423e-07,8.241191412627923e-09
424,img_0179,image,0.0,0.0,0.0,-7.744090083638965e-08,9.373618587993349e-08,8.147642521771918e-09
425,img_0753,image,0.00012550097570582973,1.8660980134081946e-19,6.275048785291496e-05,-7.361550058426758e-09,2.2992774906249736e-08,7.81561242391149e-09
426,img_0062,image,0.002794491138629553,0.0,0.0013972455693147764,1.4225914568566366e-08,4.0133925072183275e-10,7.313626909644099e-09
427,img_0162,image,7.808831995511346e-05,0.0,3.904415997755673e-05,7.26128023376127e-08,-6.07118784579086e-08,5.95046193985205e-09
