rank,feature,source,tree_imp_c1_holdingtemp,tree_imp_c1_holdingtime,tree_imp_mean,perm_imp_c1_holdingtemp,perm_imp_c1_holdingtime,perm_imp_mean
94,img_0216,image,0.0,0.0,0.0,3.5411545217245434e-07,1.1035216616051002e-07,2.3223380916648216e-07
95,img_0239,image,0.0,0.0,0.0,2.7772021782279666e-07,1.8054818655688366e-07,2.2913420218984016e-07
96,img_0060,image,2.571749106739213e-06,0.0,1.2858745533696066e-06,2.5985810496731433e-07,1.9366399897080556e-07,2.2676105196905996e-07
97,img_0039,image,4.525452630216473e-08,0.0,2.2627263151082364e-08,3.5901306997265794e-07,8.324526197256432e-08,2.2112916597261112e-07
98,img_0712,image,2.8103922844072464e-06,-1.9705800636380803e-19,1.4051961422035247e-06,1.976196409514408e-07,2.439719926528028e-07,2.207958168021218e-07
99,img_0731,image,0.0007217548132176042,0.0,0.0003608774066088021,3.870122110560814e-07,5.388901118674738e-08,2.204506111214144e-07
100,img_0161,image,0.0,0.0,0.0,2.164150924688357e-07,2.2417174552202824e-07,2.20293418995432e-07
101,img_0662,image,0.00021844901628131945,0.0,0.00010922450814065973,4.3124130632010705e-07,8.338025248022518e-09,2.197896657840648e-07
102,img_0025,image,3.0480877145884974e-05,0.0,1.5240438572942487e-05,6.279360305061488e-08,3.7243830612876395e-07,2.176159545896894e-07
103,img_0030,image,0.0,0.0,0.0,-3.881249653892027e-08,4.738539484794302e-07,2.1752072597025495e-07
104,img_0541,image,4.687071242875197e-06,0.0,2.3435356214375984e-06,2.1323377796811371e-07,2.1862563792662826e-07,2.1592970794737099e-07
105,img_0594,image,0.0023900175213070487,0.0,0.0011950087606535243,7.412875476120461e-07,-3.098609834273347e-07,2.1571328209235572e-07
106,img_0611,image,0.0,0.0,0.0,-3.1635211239500197e-08,4.5896439413439796e-07,2.1366459144744889e-07
107,img_0604,image,3.996664078839775e-05,0.0,1.9983320394198875e-05,1.3394006257438917e-07,2.894702458622334e-07,2.1170515421831129e-07
108,img_0098,image,0.0,8.062126573552591e-19,4.0310632867762953e-19,8.491871139604257e-08,3.369822852983262e-07,2.1095049834718438e-07
109,img_0287,image,0.0007998325139247604,0.0,0.0003999162569623802,3.11039845446448e-07,1.039682116621421e-07,2.0750402855429505e-07
110,img_0349,image,0.0,0.0,0.0,1.591804253964213e-07,2.5392017357628303e-07,2.0655029948635216e-07
111,img_0408,image,0.0,3.1101633556803244e-18,1.5550816778401622e-18,-5.5357172135117596e-08,4.681180040932986e-07,2.0638041597909051e-07
112,img_0261,image,0.0024098526330233365,0.0,0.0012049263165116683,1.519804652794221e-07,2.5431492853833506e-07,2.0314769690887858e-07
113,img_0180,image,0.003984276895508837,0.0,0.0019921384477544187,1.357268243795673e-07,2.6596757123353855e-07,2.0084719780655292e-07
114,img_0689,image,0.0,0.0,0.0,2.0111559052571336e-07,2.000782153732672e-07,2.0059690294949029e-07
115,img_0418,image,0.00039655933887303325,0.0,0.00019827966943651663,2.964049284792658e-07,1.0176677034401393e-07,1.9908584941163988e-07
116,img_0318,image,7.867350152365663e-05,0.0,3.933675076182831e-05,1.1874609012751947e-07,2.754360990619986e-07,1.9709109459475903e-07
117,img_0399,image,1.0881158110890871e-07,0.0,5.440579055445436e-08,1.8174805479498347e-07,2.09671434570069e-07,1.9570974468252623e-07
118,img_0035,image,6.6114163768046475e-06,0.0,3.3057081884023237e-06,3.009964151146072e-07,8.671479652111458e-08,1.9385560581786088e-07
119,img_0449,image,0.0,0.0,0.0,1.1686201759619763e-07,2.7038338521467866e-07,1.9362270140543816e-07
120,img_0018,image,9.548034857985068e-07,0.0,4.774017428992534e-07,2.7409280376478053e-07,1.1266252057939851e-07,1.9337766217208953e-07
121,img_0069,image,0.0,2.328582949120541e-18,1.1642914745602706e-18,-8.258782584480428e-08,4.6877730246475125e-07,1.9309473830997348e-07
122,img_0597,image,0.0,0.0,0.0,2.934511076468915e-07,9.266718918876648e-08,1.93059148417829e-07
123,img_0440,image,1.1551968800678005e-05,0.0,5.7759844003390025e-06,9.615688899566876e-08,2.892216145466975e-07,1.9268925177118313e-07
124,img_0233,image,3.144384497669824e-10,0.0,1.572192248834912e-10,2.4338787252276006e-07,1.4189647519202707e-07,1.9264217385739357e-07
125,img_0219,image,1.606808176399042e-05,0.0,8.03404088199521e-06,1.779932988110744e-07,2.0033899468252513e-07,1.8916614674679977e-07
126,img_0765,image,0.0,0.0,0.0,1.342997024034176e-07,2.4206093021117423e-07,1.8818031630729592e-07
127,img_0027,image,0.0,0.0,0.0,4.580235207218841e-07,-8.319523645550219e-08,1.8741414213319095e-07
128,img_0506,image,2.394815274917455e-06,1.0700606814480071e-19,1.197407637458781e-06,2.640344328841415e-07,1.0649325334899374e-07,1.8526384311656764e-07
129,img_0425,image,0.0001242721514706092,0.0,6.21360757353046e-05,2.2168994220361782e-07,1.4832953705301576e-07,1.850097396283168e-07
130,img_0700,image,0.001456582638438123,0.0,0.0007282913192190615,1.0989893142188123e-07,2.596227209883395e-07,1.8476082620511035e-07
131,img_0502,image,0.0,0.0,0.0,2.067816675555001e-07,1.609465650309616e-07,1.8386411629323085e-07
132,img_0132,image,2.0262156566125465e-07,0.0,1.0131078283062733e-07,2.407676384819091e-07,1.2541833591672713e-07,1.830929871993181e-07
133,img_0206,image,8.45812935663257e-06,0.0,4.229064678316285e-06,2.797122561681853e-07,8.4390098264997e-08,1.8205117721659114e-07
134,img_0455,image,3.202012496587928e-05,0.0,1.601006248293964e-05,2.514231001393696e-07,1.1253604306205034e-07,1.8197957160070997e-07
135,img_0174,image,0.0,0.0,0.0,1.0660174751819795e-07,2.505950587927686e-07,1.7859840315548328e-07
136,img_0255,image,0.0017533630242527454,0.0,0.0008766815121263727,4.2675707684347586e-07,-7.180812526819124e-08,1.774744757876423e-07
137,img_0419,image,0.0,0.0,0.0,1.93335119058613e-07,1.6099115058842982e-07,1.771631348235214e-07
138,img_0054,image,0.0,0.0,0.0,3.3416899836158366e-08,3.1130841955384624e-07,1.723626596950023e-07
139,img_0721,image,0.0,0.0,0.0,-8.078974889080825e-09,3.5164487188765747e-07,1.7178294849928833e-07
140,img_0727,image,2.244936020710324e-05,1.0615100576288894e-19,1.1224680103551673e-05,1.400666893358604e-07,2.0243565368449623e-07,1.7125117151017833e-07
141,img_0556,image,0.0,0.0,0.0,3.9218014105113495e-07,-5.286672062343456e-08,1.696567102138502e-07
142,img_0260,image,3.295116030993481e-06,0.0,1.6475580154967405e-06,2.9432748971380817e-08,3.0939626698422985e-07,1.6941450797780533e-07
143,img_0168,image,1.7340578398454974e-06,0.0,8.670289199227487e-07,3.996979495379804e-07,-6.227512754364284e-08,1.6871141099716878e-07
144,img_0309,image,0.0,0.0,0.0,6.956945781677604e-08,2.669440549052382e-07,1.6825675636100712e-07
145,img_0370,image,0.0,0.0,0.0,1.2152567540058002e-07,2.1362007318614928e-07,1.6757287429336465e-07
146,img_0711,image,0.003442054499760531,0.0,0.0017210272498802655,1.81181300584754e-07,1.5266535260405334e-07,1.6692332659440369e-07
147,img_0017,image,0.00047959731023471905,0.0,0.00023979865511735953,6.251309263571869e-08,2.712584120434514e-07,1.6688575233958504e-07
148,img_0125,image,0.0,0.0,0.0,3.946844270408256e-07,-6.264981005088543e-08,1.6601730849497008e-07
149,img_0643,image,5.9312265495142124e-05,0.0,2.9656132747571062e-05,4.3096433831602e-07,-9.953429156439597e-08,1.6571502337581203e-07
150,img_0381,image,2.91866063405485e-05,0.0,1.459330317027425e-05,2.2435882652827032e-07,1.0696517596109346e-07,1.656620012446819e-07
151,img_0443,image,0.0,2.4298151216252533e-21,1.2149075608126266e-21,3.0087445660464953e-07,2.1529458460456395e-08,1.6120195753255295e-07
152,img_0345,image,0.00034059421996486614,0.0,0.00017029710998243307,2.630167068695677e-07,5.9326195867015484e-08,1.6117145136829157e-07
153,img_0725,image,0.0004414785584743989,0.0,0.00022073927923719946,1.1523988072692503e-07,2.0691980147091725e-07,1.6107984109892113e-07
154,img_0363,image,0.0,9.071714756587884e-19,4.535857378293942e-19,2.752395854122014e-07,4.484485649491887e-08,1.6004222095356013e-07
155,img_0097,image,9.775142522898448e-06,0.0,4.887571261449224e-06,4.383763559823173e-07,-1.197495066218579e-07,1.593134246802297e-07
156,img_0376,image,0.0,0.0,0.0,1.474830514602843e-07,1.7070354525472452e-07,1.5909329835750442e-07
157,img_0013,image,0.0,0.0,0.0,3.0183262424987587e-07,1.3471745163862181e-08,1.5765218470686903e-07
158,img_0118,image,0.00025851300926892816,0.0,0.00012925650463446408,2.739268518681115e-07,3.787129976284831e-08,1.558990758154799e-07
159,img_0578,image,0.0001844186680048771,0.0,9.220933400243855e-05,4.152770254228777e-07,-1.0517137294385748e-07,1.5505282623951012e-07
160,img_0332,image,0.0,0.0,0.0,2.8595104151207808e-08,2.8005583607715323e-07,1.5432547011418053e-07
161,img_0362,image,0.0,0.0,0.0,2.0108355986980796e-07,1.0601813984489895e-07,1.5355084985735347e-07
162,img_0732,image,9.497105139325162e-05,0.0,4.748552569662581e-05,3.785850047899331e-08,2.5960998757401653e-07,1.4873424402650493e-07
163,img_0695,image,2.5855459702277445e-08,-2.6716303225293988e-17,1.2927729837780571e-08,-1.4378824332306194e-07,4.403067686231665e-07,1.482592626500523e-07
164,img_0070,image,7.534685075651479e-05,0.0,3.7673425378257395e-05,4.1358171820604636e-08,2.528846386962158e-07,1.4712140525841022e-07
165,img_0222,image,4.318060652138943e-05,0.0,2.1590303260694715e-05,5.935396474310295e-09,2.8770372282327374e-07,1.46819559648792e-07
166,img_0739,image,7.620337545678181e-05,0.0,3.8101687728390905e-05,2.83557580949001e-07,8.554520047887592e-09,1.4605605049844428e-07
167,img_0159,image,1.013078848971277e-05,4.000395982672482e-17,5.0653942448763866e-06,1.4794874388934787e-07,1.433900694181034e-07,1.4566940665372565e-07
168,img_0396,image,0.00018773887940227692,0.0,9.386943970113846e-05,2.5805515203591866e-07,3.308687663849952e-08,1.4557101433720908e-07
169,img_0722,image,0.0,0.0,0.0,2.761940481210701e-07,1.4583570751014462e-08,1.4538880943604227e-07
170,img_0277,image,0.0,0.0,0.0,1.5583714829681127e-08,2.741583910559342e-07,1.4487105294280765e-07
171,img_0192,image,0.0,0.0,0.0,-1.5691543475693236e-08,3.0306723139972294e-07,1.4368784396201486e-07
172,img_0032,image,1.715291081510495e-05,0.0,8.576455407552474e-06,6.175639650773946e-08,2.2168467959104987e-07,1.4172053804939467e-07
173,img_0292,image,1.277662539283602e-05,0.0,6.38831269641801e-06,2.0222735166441908e-07,8.06109494266849e-08,1.41419150545552e-07
174,img_0059,image,0.0,0.0,0.0,-3.1960996007551754e-07,5.999311779136818e-07,1.4016060891908214e-07
175,img_0584,image,0.00020122028788075645,0.0,0.00010061014394037823,-1.1677520366237814e-07,3.945596936727469e-07,1.3889224500518438e-07
176,img_0278,image,6.33725785168366e-05,0.0,3.16862892584183e-05,3.547161232519969e-08,2.422088187348237e-07,1.3884021553001168e-07
177,img_0509,image,0.0,0.0,0.0,1.64736916397068e-07,1.128614659950955e-07,1.3879919119608175e-07
178,img_0316,image,0.00014688093650598884,0.0,7.344046825299442e-05,7.591929644945594e-08,2.0140680987434933e-07,1.3866305316190263e-07
179,img_0558,image,7.820555182096119e-05,0.0,3.910277591048059e-05,-7.64273780706759e-08,3.520086806929612e-07,1.3779065131114267e-07
180,img_0615,image,0.0001690424676634845,1.0434598058307487e-17,8.452123383174746e-05,-4.86177322289727e-08,3.2401525340564064e-07,1.3769876058833397e-07
181,img_0105,image,0.07723394789633425,0.0,0.03861697394816713,-1.6913516117655903e-07,4.426573810389911e-07,1.3676110993121602e-07
182,img_0086,image,0.0,0.0,0.0,2.1688331610647538e-07,5.457753819992916e-08,1.3573042715320227e-07
183,img_0133,image,6.216115123852617e-05,0.0,3.1080575619263084e-05,1.378737588320078e-07,1.331692948802754e-07,1.3552152685614158e-07
184,img_0225,image,0.0,0.0,0.0,-5.935428203152071e-07,8.622747151409982e-07,1.3436594741289555e-07
185,img_0618,image,2.129372168385669e-06,0.0,1.0646860841928345e-06,-1.3505871299113182e-08,2.8153547588782856e-07,1.3401480229435768e-07
186,img_0401,image,0.0,-3.5572493380593706e-19,-1.7786246690296853e-19,2.6431516088054606e-07,2.8227506554401318e-09,1.335689557679931e-07
187,img_0735,image,0.0,0.0,0.0,-2.517952728542383e-08,2.920168208353502e-07,1.3341864677496317e-07
188,img_0167,image,2.659691059149009e-05,0.0,1.3298455295745045e-05,-2.0102938425026196e-08,2.847742084588489e-07,1.3233563501691136e-07
189,img_0644,image,0.0,0.0,0.0,3.2367694968726824e-09,2.612940126711649e-07,1.322653910840188e-07
190,img_0273,image,5.0853507568082856e-05,-2.721392936220284e-19,2.5426753784041292e-05,1.8266936592237214e-07,8.153598145543839e-08,1.3210267368890527e-07
191,img_0534,image,0.007810959839956662,0.0,0.003905479919978331,2.5165974030239015e-07,9.87732611257286e-09,1.307685332074815e-07
192,img_0169,image,1.1765247298481355e-06,0.0,5.882623649240677e-07,-6.290292449140367e-08,3.2175781876642163e-07,1.29427447137509e-07
193,img_0598,image,0.0,0.0,0.0,1.976701738848341e-07,5.7775136497184573e-08,1.2772265519100935e-07
194,img_0100,image,0.0,0.0,0.0,-5.981982187375223e-08,3.135141639631911e-07,1.2684717104471943e-07
195,img_0508,image,0.00011022238885274974,0.0,5.511119442637487e-05,4.487708111788891e-08,2.0660555843932116e-07,1.2574131977860503e-07
196,img_0361,image,0.0,0.0,0.0,3.097261241924443e-08,2.1913121113215083e-07,1.2505191177569763e-07
197,img_0176,image,9.929784965237523e-05,0.0,4.964892482618761e-05,8.585941344563252e-08,1.6408034315684715e-07,1.2496987830123982e-07
198,img_0675,image,0.0005489785731621256,0.0,0.0002744892865810628,2.4930674124012954e-07,-7.965524018160864e-10,1.2425509441915674e-07
199,img_0464,image,5.715677194276298e-06,0.0,2.857838597138149e-06,1.2822094035414012e-07,1.1951691434308742e-07,1.2386892734861376e-07
200,img_0670,image,2.5496775466214094e-05,0.0,1.2748387733107047e-05,2.43134462507566e-07,4.508414219728252e-09,1.238214383636471e-07
201,img_0493,image,9.299741325383965e-05,0.0,4.649870662691983e-05,2.1248418609065566e-07,3.4909987700615373e-08,1.236970868956355e-07
202,img_0268,image,2.39769890775917e-05,0.0,1.198849453879585e-05,9.496573559752974e-08,1.521737376553034e-07,1.2356973662641658e-07
203,img_0170,image,9.385368480330039e-06,0.0,4.692684240165019e-06,3.7482283499201685e-08,2.0848372530579696e-07,1.229830044024993e-07
204,img_0642,image,0.00012281054813669952,0.0,6.140527406834976e-05,1.5881081573132504e-07,8.710135017686582e-08,1.2295608295409544e-07
205,img_0185,image,1.5200095971193762e-05,0.0,7.600047985596881e-06,2.6101498163955127e-07,-1.5198218483725155e-08,1.2290838157791307e-07
206,img_0072,image,0.0,0.0,0.0,-1.4081170536250908e-07,3.8446417824911097e-07,1.2182623644330094e-07
207,img_0592,image,0.0,0.0,0.0,-5.936563873820688e-08,3.013056365741562e-07,1.2096999891797465e-07
208,img_0467,image,4.5761950799649534e-06,0.0,2.2880975399824767e-06,7.733616996796755e-08,1.638207744791842e-07,1.2057847222357588e-07
209,img_0140,image,0.0,0.0,0.0,1.7498111293257068e-08,2.1899055080432106e-07,1.1824433104878906e-07
210,img_0565,image,0.0,0.0,0.0,2.248731542864313e-07,1.0321123911083418e-08,1.1759713909875735e-07
211,img_0702,image,0.0,0.0,0.0,2.0111498075792155e-07,3.352827897540322e-08,1.1732162986666238e-07
212,img_0250,image,4.5796311219846307e-07,0.0,2.2898155609923153e-07,8.019531099190402e-08,1.5439210776513335e-07,1.1729370937851869e-07
