scope,n_trials,feature_matrix_rows,feature_matrix_cols,best_model,ABR_tuned_cv_r2,ABR_delta,GBR_tuned_cv_r2,GBR_delta,ExtraTrees_tuned_cv_r2,ExtraTrees_delta,run_id,saved_at,KNN_tuned_cv_r2,KNN_delta
dp_steel,100,54,878,ExtraTrees,0.7021009574091337,-0.03173409230728297,0.7350869570854089,0.276543879352152,0.7610514268324203,0.5001824614705865,20260414_115733_743f,2026-04-14 12:08:15,,
dp_steel,100,54,912,ABR,0.8039604150946599,0.038836958281173284,0.7991335442992953,0.011406822957743867,0.7939091240427899,0.476885890237217,20260420_051340_cdd6,2026-04-20 05:33:27,,
dp_steel,100,54,818,GBR,0.7229136982393601,-0.07161185113297541,0.7751397830381386,0.01613063065184761,,,20260426_110520_e96a,2026-04-26 11:19:52,0.6092398748266478,0.28424757436929254
dp_steel,100,54,818,GBR,0.7569849859205785,-0.03754056345175705,0.7756260000066031,0.016616847620312125,,,20260426_124750_5d96,2026-04-26 13:02:59,0.6092398748266478,0.28424757436929254
