number,cv_r2,state,datetime_start,datetime_complete,best_so_far
83,0.6712589842688016,COMPLETE,2026-04-26 11:19:23.684210,2026-04-26 11:19:24.365703,0.7073174361431712
84,0.6712589842688016,COMPLETE,2026-04-26 11:19:23.691495,2026-04-26 11:19:24.362787,0.7073174361431712
85,0.6712589842688016,COMPLETE,2026-04-26 11:19:23.693237,2026-04-26 11:19:24.406325,0.7073174361431712
86,0.6712589842688016,COMPLETE,2026-04-26 11:19:23.753463,2026-04-26 11:19:24.451821,0.7073174361431712
87,0.6712589842688016,COMPLETE,2026-04-26 11:19:23.758283,2026-04-26 11:19:24.486071,0.7073174361431712
88,0.7073174361431712,COMPLETE,2026-04-26 11:19:24.304983,2026-04-26 11:19:25.014274,0.7073174361431712
89,0.6712589842688016,COMPLETE,2026-04-26 11:19:24.341104,2026-04-26 11:19:25.046297,0.7073174361431712
90,0.6971133401229456,COMPLETE,2026-04-26 11:19:24.368909,2026-04-26 11:19:25.057352,0.7073174361431712
91,0.6971133401229456,COMPLETE,2026-04-26 11:19:24.369538,2026-04-26 11:19:25.052139,0.7073174361431712
92,0.6971133401229456,COMPLETE,2026-04-26 11:19:24.370745,2026-04-26 11:19:25.095112,0.7073174361431712
93,0.45413550774862843,COMPLETE,2026-04-26 11:19:24.410826,2026-04-26 11:19:25.130622,0.7073174361431712
94,0.6971133401229456,COMPLETE,2026-04-26 11:19:24.456353,2026-04-26 11:19:25.159723,0.7073174361431712
95,0.6971133401229456,COMPLETE,2026-04-26 11:19:24.492300,2026-04-26 11:19:25.193297,0.7073174361431712
96,0.6971133401229456,COMPLETE,2026-04-26 11:19:25.020638,2026-04-26 11:19:25.705353,0.7073174361431712
97,0.45413550774862843,COMPLETE,2026-04-26 11:19:25.051230,2026-04-26 11:19:25.736002,0.7073174361431712
98,0.7073174361431712,COMPLETE,2026-04-26 11:19:25.056377,2026-04-26 11:19:25.739604,0.7073174361431712
99,0.45413550774862843,COMPLETE,2026-04-26 11:19:25.062342,2026-04-26 11:19:25.721373,0.7073174361431712
