iteration,strategy,temp_r2,time_r2,mean_r2,temp_mae,time_mae,temp_rmse,time_rmse,delta_mean_r2,secs
1,log_time,0.6903572248847222,0.7697389534011153,0.7300480891429187,19.074145136530575,2.0455622948615524,29.112762000613856,6.8820708766027625,0.009882797470236793,107.71191811561584
1,per_target,0.6903572248847222,0.7499733584606417,0.720165291672682,19.074145136530575,2.407263048825541,29.112762000613856,7.261220644491317,0.0,108.06464004516602
1,stratify_alloy,0.7105628405737884,0.7760117602750134,0.7432873004244009,17.549507288502667,2.295695392631501,27.75287654714583,6.891062339321583,0.023122008751718992,108.57827568054199
1,stratify_temp_bin,0.6654553012484274,0.784574086634802,0.7250146939416147,18.466977093345047,2.384329147191372,30.48948853942644,6.769017138170857,0.004849402268932712,108.34854912757874
2,log_time,0.7105628405737884,0.7536552809206841,0.7321090607472363,17.549507288502667,2.111888355515272,27.75287654714583,7.285274496783231,-0.011178239677164692,107.28855800628662
2,per_target,0.7105628405737884,0.7760117602750134,0.7432873004244009,17.549507288502667,2.295695392631501,27.75287654714583,6.891062339321583,0.0,107.68950986862183
2,stratify_temp_bin,0.6654553012484274,0.784574086634802,0.7250146939416147,18.466977093345047,2.384329147191372,30.48948853942644,6.769017138170857,-0.01827260648278628,107.62209296226501
final,stratify_alloy,0.7105628405737884,0.7760117602750134,0.7432873004244009,17.549507288502667,2.295695392631501,27.75287654714583,6.891062339321583,0.023122008751718992,
