backbone,n_samples,n_features,best_model,c1_test_r2_avg,c1_holdingtemp_r2,c1_holdingtime_r2,c1_cv_r2_mean,c1_cv_r2_std,c1c2_test_r2_avg,tags,run_id,saved_at
dinov2_vitb14,111,940,GBR,0.7289749716852769,0.49230053038201393,0.96564941298854,0.5087105080406655,0.16197335049116876,0.850839468850523,"bayes_best=ABR,r2=0.5087,delta=-0.3188; backbone=dinov2_vitb14; morph=True",20260414_114850_9ffb,2026-04-14 11:51:40
dinov2_vitb14,111,940,GBR,0.7289749716852769,0.49230053038201393,0.96564941298854,0.5087105080406656,0.1619733504911688,0.850839468850523,"bayes_best=ABR,r2=0.5087,delta=-0.3188; backbone=dinov2_vitb14; morph=True",20260414_115323_0fa8,2026-04-14 11:53:49
dinov2_vitb14,111,940,GBR,0.7289749716852769,0.49230053038201393,0.96564941298854,0.5087105080406656,0.16197335049116873,0.850839468850523,"bayes_best=ABR,r2=0.5087,delta=-0.3188; backbone=dinov2_vitb14; morph=True",20260414_115705_a36a,2026-04-14 11:57:28
dinov2_vitb14,111,940,GBR,0.7289749716852769,0.49230053038201393,0.96564941298854,0.5087105080406656,0.16197335049116882,0.850839468850523,"bayes_best=ABR,r2=0.5087,delta=-0.3188; backbone=dinov2_vitb14; morph=True",20260414_121418_21f0,2026-04-14 12:14:55
