Model,CV,avg_r2,temp_r2,time_r2,temp_mae,time_mae,temp_rmse,time_rmse,sec
GBR,leaky,0.777878366951829,0.8185366637511781,0.73722007015248,12.983772111647955,2.7959208554192077,18.016000765990004,9.209791372089928,82.42653584480286
GBR,grouped,0.35524048323240087,0.5972124101947605,0.11326855627004129,20.166981950323933,4.535115294207359,26.84120361489171,16.91802843609348,67.83400893211365
ABR,leaky,0.7007809227905281,0.7729907624903299,0.6285710830907262,16.46065537175235,4.327727908430065,20.150494623401713,10.949431023712215,23.67886209487915
ABR,grouped,0.4281307968510598,0.5964235982628308,0.25983799543928887,21.42557904396607,5.951356651577268,26.867473423486732,15.456711104417426,25.605812072753906
RF,leaky,0.5373239496305104,0.7189336144536826,0.35571428480733813,17.6423848998224,7.772101996685504,22.421692924438826,14.42091932778418,0.9577078819274902
RF,grouped,0.29462434758615946,0.5745922177822249,0.014656477390094014,21.884470868226636,9.773571116311793,27.584598128389665,17.833949360304196,0.9947457313537598
ExtraTrees,leaky,0.5609827779501095,0.7173218892551592,0.4046436666450598,17.93515476190476,7.629557666666667,22.485887632826756,13.86251998034829,0.6261451244354248
ExtraTrees,grouped,0.30165072708380025,0.5617968703533247,0.0415045838142758,22.658865000000006,9.6817005,27.99636735641026,17.589306482342838,0.6436500549316406
