number,cv_r2,state,datetime_start,datetime_complete,best_so_far
0,0.5716761384692972,COMPLETE,2026-05-02 08:09:33.023992,2026-05-02 09:23:45.656773,0.5716761384692972
1,0.47659377649018525,COMPLETE,2026-05-02 08:09:33.031862,2026-05-02 08:51:20.924380,0.5716761384692972
2,0.45872815452221793,COMPLETE,2026-05-02 08:09:33.039037,2026-05-02 09:14:59.616619,0.5716761384692972
3,0.5280747513951376,COMPLETE,2026-05-02 08:09:33.074933,2026-05-02 09:16:23.397928,0.5716761384692972
4,0.48076417047684006,COMPLETE,2026-05-02 08:09:33.108136,2026-05-02 09:11:44.301069,0.5716761384692972
5,0.38635854169946876,COMPLETE,2026-05-02 08:09:33.144368,2026-05-02 08:29:07.642556,0.5716761384692972
6,0.4180540127050444,COMPLETE,2026-05-02 08:09:33.176073,2026-05-02 09:19:29.901337,0.5716761384692972
7,0.4447001759815082,COMPLETE,2026-05-02 08:09:33.185095,2026-05-02 08:31:27.369338,0.5716761384692972
8,0.5229311738274164,COMPLETE,2026-05-02 08:29:08.096275,2026-05-02 09:04:09.337949,0.5716761384692972
9,0.4441681251939232,COMPLETE,2026-05-02 08:31:27.425044,2026-05-02 09:08:34.836164,0.5716761384692972
10,0.5036926448451139,COMPLETE,2026-05-02 08:51:21.022218,2026-05-02 09:22:26.434864,0.5716761384692972
11,0.22489137566062453,COMPLETE,2026-05-02 09:04:09.372908,2026-05-02 09:11:59.111922,0.5716761384692972
12,0.3715420631757383,COMPLETE,2026-05-02 09:08:34.844634,2026-05-02 09:20:15.743024,0.5716761384692972
13,0.5322203148108733,COMPLETE,2026-05-02 09:11:44.320407,2026-05-02 09:14:14.435156,0.5716761384692972
14,0.41128319811166725,COMPLETE,2026-05-02 09:11:59.120893,2026-05-02 09:17:54.102950,0.5716761384692972
15,0.5685508724668181,COMPLETE,2026-05-02 09:14:14.454826,2026-05-02 09:16:51.953012,0.5716761384692972
16,0.16582720339125706,COMPLETE,2026-05-02 09:14:59.628799,2026-05-02 09:24:45.668813,0.5716761384692972
17,0.20607002391832555,COMPLETE,2026-05-02 09:16:23.407095,2026-05-02 09:21:17.163013,0.5716761384692972
18,0.5210542535322946,COMPLETE,2026-05-02 09:16:51.968388,2026-05-02 09:27:36.946428,0.5716761384692972
19,0.44531058137338997,COMPLETE,2026-05-02 09:17:54.110310,2026-05-02 09:19:04.367360,0.5716761384692972
20,0.5397981661197533,COMPLETE,2026-05-02 09:19:04.381421,2026-05-02 09:28:32.542956,0.5716761384692972
21,0.27015702702191735,COMPLETE,2026-05-02 09:19:29.908798,2026-05-02 09:26:25.654239,0.5716761384692972
22,0.543331320144362,COMPLETE,2026-05-02 09:20:15.749464,2026-05-02 10:05:12.537625,0.5716761384692972
23,0.13252588296913617,COMPLETE,2026-05-02 09:21:17.168645,2026-05-02 09:23:28.725237,0.5716761384692972
24,0.4891718085257182,COMPLETE,2026-05-02 09:22:26.439607,2026-05-02 09:24:48.413423,0.5716761384692972
25,0.4798271992832509,COMPLETE,2026-05-02 09:23:28.736977,2026-05-02 09:28:41.255174,0.5716761384692972
26,0.5150614118804671,COMPLETE,2026-05-02 09:23:45.661134,2026-05-02 09:26:08.851611,0.5716761384692972
27,0.5667381930770528,COMPLETE,2026-05-02 09:24:45.673207,2026-05-02 09:35:00.808780,0.5716761384692972
28,0.5323417369391639,COMPLETE,2026-05-02 09:24:48.416214,2026-05-02 09:29:03.476139,0.5716761384692972
29,0.5575488974157318,COMPLETE,2026-05-02 09:26:08.861463,2026-05-02 09:31:02.810724,0.5716761384692972
30,0.550395435536322,COMPLETE,2026-05-02 09:26:25.675400,2026-05-02 09:31:17.719950,0.5716761384692972
31,0.4222574487518883,COMPLETE,2026-05-02 09:27:36.955373,2026-05-02 09:30:36.437894,0.5716761384692972
32,0.5734060608337087,COMPLETE,2026-05-02 09:28:32.548695,2026-05-02 09:35:31.393891,0.5734060608337087
33,0.5774541611592472,COMPLETE,2026-05-02 09:28:41.276760,2026-05-02 09:38:50.269457,0.5774541611592472
34,0.6004604575307042,COMPLETE,2026-05-02 09:29:03.485145,2026-05-02 09:45:57.878973,0.6004604575307042
35,0.604741832805886,COMPLETE,2026-05-02 09:30:36.444290,2026-05-02 09:46:59.160571,0.604741832805886
36,0.5935508464412739,COMPLETE,2026-05-02 09:31:02.820719,2026-05-02 09:37:17.637935,0.604741832805886
