number,cv_r2,state,datetime_start,datetime_complete,best_so_far
64,0.6870550006393055,COMPLETE,2026-04-26 12:57:46.371268,2026-04-26 12:58:36.670373,0.8118962557538666
65,0.7143044342472399,COMPLETE,2026-04-26 12:57:51.461206,2026-04-26 12:58:41.924381,0.8118962557538666
66,0.6714922030813149,COMPLETE,2026-04-26 12:57:55.002225,2026-04-26 12:58:45.176486,0.8118962557538666
67,0.6139486110292728,COMPLETE,2026-04-26 12:57:55.371978,2026-04-26 12:58:45.208467,0.8118962557538666
68,0.6262686295707869,COMPLETE,2026-04-26 12:57:56.465099,2026-04-26 12:58:46.029466,0.8118962557538666
69,0.5111369555856501,COMPLETE,2026-04-26 12:58:04.368774,2026-04-26 12:58:53.805301,0.8118962557538666
70,0.6362237032558482,COMPLETE,2026-04-26 12:58:21.049626,2026-04-26 12:59:02.191008,0.8118962557538666
71,0.8106100292481634,COMPLETE,2026-04-26 12:58:36.677313,2026-04-26 12:59:19.974101,0.8118962557538666
72,0.04971398362937251,COMPLETE,2026-04-26 12:58:36.695919,2026-04-26 12:58:48.402894,0.8118962557538666
73,0.11324122228715588,COMPLETE,2026-04-26 12:58:41.934436,2026-04-26 12:58:50.125152,0.8118962557538666
74,0.04891232305519241,COMPLETE,2026-04-26 12:58:45.188032,2026-04-26 12:58:51.790493,0.8118962557538666
75,0.421958555951764,COMPLETE,2026-04-26 12:58:45.214778,2026-04-26 12:58:52.027090,0.8118962557538666
76,0.44768798948081345,COMPLETE,2026-04-26 12:58:46.050413,2026-04-26 12:58:52.992371,0.8118962557538666
77,-0.0037134160372910684,COMPLETE,2026-04-26 12:58:48.438452,2026-04-26 12:58:59.628809,0.8118962557538666
78,0.7360419501586993,COMPLETE,2026-04-26 12:58:50.130265,2026-04-26 12:59:25.665066,0.8118962557538666
79,0.7255937146920846,COMPLETE,2026-04-26 12:58:51.905720,2026-04-26 12:59:29.371117,0.8118962557538666
80,0.7136396531169893,COMPLETE,2026-04-26 12:58:52.043287,2026-04-26 12:59:25.852750,0.8118962557538666
81,0.6837822303614138,COMPLETE,2026-04-26 12:58:53.005442,2026-04-26 12:59:44.296723,0.8118962557538666
82,0.7090981299930605,COMPLETE,2026-04-26 12:58:53.816164,2026-04-26 12:59:36.022698,0.8118962557538666
83,0.7574756915981947,COMPLETE,2026-04-26 12:58:59.634930,2026-04-26 12:59:36.088522,0.8118962557538666
84,0.6932412102608195,COMPLETE,2026-04-26 12:59:02.195796,2026-04-26 12:59:42.579087,0.8118962557538666
85,0.7345391499067212,COMPLETE,2026-04-26 12:59:19.982893,2026-04-26 13:00:17.119409,0.8118962557538666
86,0.7432827672000826,COMPLETE,2026-04-26 12:59:25.670165,2026-04-26 13:00:30.091619,0.8118962557538666
87,0.7616695161021961,COMPLETE,2026-04-26 12:59:25.867847,2026-04-26 13:00:35.286759,0.8118962557538666
88,0.7557560678006486,COMPLETE,2026-04-26 12:59:29.500160,2026-04-26 13:00:34.820435,0.8118962557538666
89,0.7609199705057266,COMPLETE,2026-04-26 12:59:36.045770,2026-04-26 13:00:58.389653,0.8118962557538666
90,0.7339239290711836,COMPLETE,2026-04-26 12:59:36.103544,2026-04-26 13:00:42.094330,0.8118962557538666
91,0.7562949561088977,COMPLETE,2026-04-26 12:59:42.589050,2026-04-26 13:00:50.597694,0.8118962557538666
92,0.7505618563829514,COMPLETE,2026-04-26 12:59:44.326425,2026-04-26 13:00:33.773891,0.8118962557538666
93,0.7214039554839501,COMPLETE,2026-04-26 13:00:17.144568,2026-04-26 13:01:20.477661,0.8118962557538666
94,0.7355099009110805,COMPLETE,2026-04-26 13:00:30.100269,2026-04-26 13:01:24.352053,0.8118962557538666
95,0.7473128970634569,COMPLETE,2026-04-26 13:00:33.891022,2026-04-26 13:02:00.121676,0.8118962557538666
96,0.8084788567611207,COMPLETE,2026-04-26 13:00:34.880330,2026-04-26 13:01:52.758984,0.8118962557538666
97,0.8129214254115021,COMPLETE,2026-04-26 13:00:35.296249,2026-04-26 13:01:41.389586,0.8129214254115021
98,0.809702728049511,COMPLETE,2026-04-26 13:00:42.102261,2026-04-26 13:01:46.757118,0.8129214254115021
99,0.8134597481748115,COMPLETE,2026-04-26 13:00:50.604086,2026-04-26 13:02:11.131800,0.8134597481748115
